hz,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,Marker
82,-0.001158095439419426,-0.0014216290037832589,-0.002045066298700948,-0.0008291195429657686,-0.004875875903739602,-0.0016866747354635713,-0.0005533694948181452,-0.003079670670236806,-0.0036584179792745713,-0.005111671468329823,-0.0018675195627570317,-0.002446529483940009,-0.0026055949432976563,-0.0015766152872454138,-0.000907531050619623,REST
83,-0.0012007568886783432,-0.0014210419000743448,-0.0020428569439206856,-0.0008385899644307595,-0.004839632401312744,-0.0016630160790081282,-0.0005557600910414219,-0.0030579520420566213,-0.0036354064375423646,-0.005095490957796028,-0.0018648685622890677,-0.002433319472304406,-0.0026070764809105603,-0.0015705369643809566,-0.0009097151606370388,REST
84,-0.0012429704570004027,-0.0014204441267135857,-0.002040504924248748,-0.0008480502981278227,-0.004802940199988646,-0.001639293374669804,-0.0005580330031750415,-0.003035845441877882,-0.003612095262267906,-0.005078707044784562,-0.0018618636647159967,-0.002419964669570115,-0.0026084061994034614,-0.0015643879762140493,-0.0009115739048385867,REST
85,-0.0012847129216378016,-0.001419845851722986,-0.002038018802430541,-0.0008575065954177334,-0.0047658370367089226,-0.001615515630279149,-0.0005601993469818493,-0.003013375790158628,-0.003588498972445791,-0.005061344602764277,-0.0018585131193850507,-0.002406478989486286,-0.002609595847279313,-0.0015581848882880388,-0.0009131375172362045,REST
86,-0.001325961395628436,-0.0014192570826477196,-0.0020354071347252326,-0.0008669647620910269,-0.004728360544555304,-0.001591691689278333,-0.0005622701564178406,-0.00299056808315366,-0.0035646321152549977,-0.005043428644934318,-0.001854825293221622,-0.0023928763304444716,-0.002610657151834215,-0.0015519441919690968,-0.0009144348390398301,REST
87,-0.001366693345377055,-0.001418687652540335,-0.002032678461959826,-0.0008764305503593329,-0.0046905482135480465,-0.0015678302271628743,-0.0005642563731400069,-0.002967447366611392,-0.0035405092575689226,-0.005024984298204253,-0.001850808659887234,-0.002379170562781669,-0.002611601805007068,-0.00154568228310028,-0.0009154932576828212,REST
88,-0.001406886607901675,-0.001418147206261033,-0.0020298413006623293,-0.0008859095510624727,-0.004652437351938258,-0.001543939748184005,-0.0005661688361607504,-0.002944038709624202,-0.003516144977491445,-0.005006036777339198,-0.0018464717889732686,-0.0023653755161568008,-0.0026124414493666794,-0.0015394154408897296,-0.0009163386954056284,REST
89,-0.0014465194077292174,-0.0014176451871117316,-0.002026904134283053,-0.0008954071860995109,-0.004614065048037738,-0.0015200285823127881,-0.0005680182716575294,-0.0029203671786619096,-0.003491553855923223,-0.004986611359298987,-0.0018418233352434472,-0.0023515049670132164,-0.0026131876642524142,-0.001533159807060087,-0.0009169956288921057,REST
90,-0.0014855703734247027,-0.0014171908238211173,-0.0020238754045128877,-0.0009049287010917474,-0.004575468132628895,-0.0014961048824667224,-0.0005698152829462388,-0.0028964578118175037,-0.003466750468162539,-0.004966733357799514,-0.001836872027937933,-0.0023375726261396323,-0.0026138519520841953,-0.0015269313652856963,-0.0009174871250159798,REST
91,-0.0015240185537388092,-0.0014167931178973665,-0.002020763502707261,-0.0009144791582852768,-0.004536683141996421,-0.001472176621999192,-0.0005715703406266329,-0.002872335593293837,-0.0034417493755448847,-0.004946428098124392,-0.0018316266601515775,-0.0023235921263417897,-0.0026144457248573555,-0.0015207459209437084,-0.0009178348826348943,REST
92,-0.0015618434333590113,-0.001416460831364636,-0.002017576761424338,-0.0009240634297005295,-0.0044977462816212935,-0.001448251592451833,-0.0005732937729079517,-0.0028480254281595067,-0.003416565117125557,-0.004925720892213987,-0.0018260960782986032,-0.002309577010236952,-0.0026149802908375674,-0.0015146190812045856,-0.000918059274749367,REST
93,-0.0015990249482499223,-0.0014162024748988935,-0.00201432344608584,-0.0009336861905358466,-0.004458693390576604,-0.0014243374015694703,-0.000574995756122663,-0.0028235521174016535,-0.003391212201409428,-0.004904637014058788,-0.0018202891716759054,-0.0022955407181831696,-0.0026154668414707285,-0.0015085662354869976,-0.0009181793885326955,REST
94,-0.001635543500569022,-0.0014160262963779883,-0.0020110117467686582,-0.0009433519128318983,-0.004419559906663627,-0.00140044147157697,-0.000576686305436125,-0.0027989403333028764,-0.0033657050981321067,-0.004883201675423055,-0.0018142148621366628,-0.0022814965763550653,-0.002615916438522363,-0.0015026025363014356,-0.000918213062692819,REST
95,-0.00167137997314433,-0.0014159402698603076,-0.002007649770135308,-0.0009530648594034262,-0.004380380832325319,-0.0013765710377169945,-0.0005783752657596928,-0.002774214595168847,-0.0033400582300966266,-0.00486144000192444,-0.0018078820938858893,-0.0022674577849776827,-0.0026163400014607083,-0.001496742880506263,-0.0009181769226041498,REST
96,-0.001706515743501126,-0.0014159520850057228,-0.00200424553151101,-0.0009628290780444311,-0.00434119070137324,-0.0013527331470473392,-0.0005800723028746233,-0.002749399245432635,-0.003314285965069813,-0.004839377009494192,-0.001801299823409091,-0.0022534374067297346,-0.002616748295097283,-0.0014910018909992397,-0.000918086413974943,REST
97,-0.0017409326974253587,-0.0014160691369518221,-0.002000806947115018,-0.0009726483960127007,-0.00430202354656263,-0.0013289346574960877,-0.0005817868947739221,-0.002724518426161139,-0.0032884026077424533,-0.004817037581242249,-0.0017944770095449554,-0.0022394483553273563,-0.002617151917498422,-0.0014853938988668718,-0.0009179558357840256,REST
98,-0.0017746132420517879,-0.0014162985166578448,-0.001997341826453608,-0.0009825264147991582,-0.004262912868049127,-0.0013051822371726502,-0.0005835283232290459,-0.002699596055988299,-0.0032624223917573428,-0.0047944464447505645,-0.0017874226037127518,-0.0022255033842992363,-0.0026175612881807054,-0.001479932926013171,-0.0009177983730371654,REST
99,-0.001807540318465594,-0.0014166470017279824,-0.0019938578648818913,-0.000992466505187208,-0.00422389160275917,-0.0012814823639322422,-0.0005853056655881736,-0.0026746558074991493,-0.003236359471809308,-0.004771628149817275,-0.0017801455403045933,-0.0022116150759637376,-0.0026179866366029545,-0.0014746326682887256,-0.0009176261296831823,REST
100,-0.0018396974138065662,-0.0014171210477250396,-0.001990362636341424,-0.001002471802606958,-0.004184992094704883,-0.0012578413251912058,-0.0005871277868124911,-0.002649721085087985,-0.003210227915821219,-0.004748607046673728,-0.0017726547272525915,-0.0021977958306183963,-0.002618437990966901,-0.0014695064791401425,-0.0009174501618545503,REST
101,-0.0018710685728656775,-0.0014177267799847374,-0.001986863586280327,-0.0010125452027887932,-0.004146246066272781,-0.0012342652179900865,-0.0005890033317567378,-0.002624815003313229,-0.003184041697200029,-0.004725407264695298,-0.0017649590367804471,-0.0021840578559518655,-0.002618925167338284,-0.0014645673537991418,-0.0009172805114764052,REST
102,-0.0019016384091642886,-0.0014184699859402306,-0.0019833680247624192,-0.0010226893577204759,-0.004107684590514198,-0.001210759949301195,-0.0005909407177000332,-0.002599960365770799,-0.003157814687176823,-0.004702052691626425,-0.0017570672963486613,-0.002170413156688142,-0.002619457759099593,-0.0014598279140297771,-0.0009171262402174725,REST
103,-0.0019313921155068906,-0.0014193561079656443,-0.0019798831197715967,-0.0010329066719115686,-0.004069338064463912,-0.001187331236577023,-0.0005929481271326945,-0.0025751796445069655,-0.0031315606472348484,-0.004678566953339178,-0.001748988279802254,-0.0021568735244725857,-0.002620045126745287,-0.001455300393451377,-0.0009169954637243506,REST
104,-0.001960315473998845,-0.0014203902367467202,-0.0019764158907174547,-0.0010431992989686524,-0.004031236183511941,-0.0011639846085355473,-0.0005950335008046281,-0.002550494959990929,-0.003105293221629429,-0.004654973394144061,-0.0017407306987294012,-0.002143450528008985,-0.0026206963880297343,-0.0014509966234539501,-0.000916895386071999,REST
105,-0.0019883948655211245,-0.0014215771051859208,-0.001972973202147885,-0.0010535691384844417,-0.003993407916851968,-0.0011407254061782221,-0.0005972045310404733,-0.0025259280616664577,-0.0030790259300037264,-0.004631295057670597,-0.0017323031940391306,-0.0021301555034565663,-0.0026214204084777253,-0.0014469280197219343,-0.0009168323343676944,REST
106,-0.002015617278654713,-0.0014229210828485244,-0.0019695617576741494,-0.0010640178332435256,-0.003955881484028338,-0.001117558784036125,-0.0005994686553265981,-0.0025015003091011243,-0.0030527721601041106,-0.004607554668334674,-0.0017237143277656329,-0.0021169995450955703,-0.0026222257922668447,-0.0014431055693812083,-0.000916811793453715,REST
107,-0.0020419703180479007,-0.0014244261709555404,-0.0019661880941136073,-0.0010745467667471402,-0.003918684332602007,-0.0010944897116394582,-0.0006018330501746167,-0.0024772326537507777,-0.0030265451605991167,-0.004583774613408399,-0.0017149725751066036,-0.00210399349626968,-0.0026231208734904957,-0.001439539818783419,-0.0009168384406627161,REST
108,-0.002067442212220292,-0.0014260959979284652,-0.001962858575855077,-0.0010851570610589825,-0.0038818431169542543,-0.001071522975205317,-0.0006043046252659826,-0.002453145621356006,-0.003000358034005662,-0.0045599769257075986,-0.0017060863167023441,-0.00209114794061325,-0.002624113707809838,-0.0014362408619407292,-0.0009169161805857708,REST
109,-0.002092021820798012,-0.00142793381549013,-0.0019595793894514714,-0.0010958495749737321,-0.003845383678245391,-0.0010486631795384017,-0.0006068900178818595,-0.002429259294986458,-0.0029742237297263434,-0.004536183266910838,-0.0016970638311621631,-0.0020784731935709518,-0.0026252120645023965,-0.0014332183296231033,-0.0009170481798167751,REST
110,-0.0021156986411751356,-0.0014299424953250945,-0.001956356538444118,-0.0011066249025095758,-0.0038093310255440664,-0.00102591475013905,-0.0006095955876222447,-0.002405593298747958,-0.0029481550372015596,-0.004512414911523175,-0.0016879132878440334,-0.0020659792942171167,-0.002626423418914548,-0.0014304813791293468,-0.0009172369016387899,REST
111,-0.0021384628145970632,-0.0014321245263022948,-0.001953195838422875,-0.0011174833717256683,-0.003773709318141256,-0.001003281935512767,-0.0006124274114180289,-0.0023821667821664035,-0.0029221645791801068,-0.0044886927314967745,-0.0016786427398931731,-0.0020536759973816873,-0.002627754945324513,-0.0014280386847420955,-0.0009174841406185068,REST
112,-0.0021603051316621187,-0.0014344820122618217,-0.0019501029123258613,-0.0011284250438651023,-0.0037385418490612312,-0.0009807688096751175,-0.0006153912788394345,-0.0023589984052615467,-0.0028962648051118925,-0.004465037181519476,-0.0016692601175446568,-0.0020415727660893384,-0.0026292135102220344,-0.0014258984288759834,-0.0009177910570767985,REST
113,-0.002181217037238325,-0.0014370166703669492,-0.001947083185982352,-0.0011394497128235845,-0.003703851029780369,-0.000958379274845725,-0.0006184926877039861,-0.0023361063243227316,-0.002870467984666435,-0.004441468284981637,-0.0016597732216948493,-0.002029678764317991,-0.002630805666010237,-0.0014240682939272431,-0.0009181582114068839,REST
114,-0.002201190634792903,-0.001439729830021735,-0.0019441418839020897,-0.0011505569049436693,-0.003669658376162913,-0.0009361170643247993,-0.0006217368399868672,-0.002313508178397748,-0.0028447862013806116,-0.0044180056206303215,-0.0016501897177459831,-0.0020180028500825188,-0.0026325376451347294,-0.0014225554548319627,-0.0009185855982196251,REST
115,-0.0022202186901326628,-0.001442622432353741,-0.0019412840253139742,-0.0011617458791340284,-0.0036359844956211627,-0.0009139857455454142,-0.0006251286380363057,-0.0022912210765049837,-0.002819231346439255,-0.004394668309919224,-0.001640517129727682,-0.002006553568849147,-0.002634415354644352,-0.0014213665723392503,-0.0009190726803087616,REST
116,-0.0022382946345540946,-0.0014456950302606224,-0.0019385144204567993,-0.0011730156273128726,-0.0036028490755059817,-0.000891988723294684,-0.0006286726810962822,-0.0022692615855780533,-0.0027938151125920063,-0.00437147500506146,-0.0016307628346989864,-0.001995339147285595,-0.0026364443711874926,-0.0014205077870045424,-0.0009196184224480598,REST
117,-0.0022554125674026267,-0.0014489477890185724,-0.0019358376671244197,-0.0011843648751742929,-0.003570270872731928,-0.0008701292430965931,-0.0006323732621386236,-0.002247645719151122,-0.00276854898820988,-0.00434844387779152,-0.0016209340574337928,-0.0019843674873517023,-0.002638629936447272,-0.0014199847139072601,-0.0009202213250544055,REST
118,-0.002271567258041049,-0.0014523804874498462,-0.0019332581474674228,-0.0011957920832759354,-0.003538267704639476,-0.0008484103947492245,-0.0006362343650062594,-0.0022263889267921436,-0.0027434442514848697,-0.004325592608841661,-0.0016110378653923364,-0.0019736461607348437,-0.002640976953018349,-0.001419802438096059,-0.0009208794577692536,REST
119,-0.0022867541472277935,-0.0014559925196457838,-0.0019307800250530946,-0.0012072954484460513,-0.003506856441095474,-0.0008268351160089117,-0.0006402596618691106,-0.0022055060842902526,-0.002718511964775949,-0.004302938378137023,-0.0016010811639808357,-0.001963182403634072,-0.0026434899807275423,-0.0014199655107638447,-0.0009215904930106197,REST
120,-0.0023009693479063872,-0.0014597828972410319,-0.0019284072421851789,-0.0012188729055076324,-0.00347605299783112,-0.0008054061964136376,-0.0006444525109938407,-0.0021850114846025206,-0.0026937629691046704,-0.004280497855712715,-0.0015910706921010197,-0.0019529831118965564,-0.002646173233399896,-0.0014204779461537717,-0.000922351739506594,REST
121,-0.0023142096454079283,-0.001463750252233898,-0.0019261435174846224,-0.0012305221293170063,-0.0034458723310152534,-0.0007841262812379302,-0.0006488159548283855,-0.0021649188295643617,-0.002669207878803614,-0.004258287193355228,-0.001581013017990825,-0.0019430548365094676,-0.002649030576071255,-0.0014213432191964167,-0.0009231601757074114,REST
122,-0.002326472497069155,-0.0014678928403470313,-0.0019239923437321972,-0.0012422405371138871,-0.003416328433059167,-0.0007629978755713317,-0.0006533527184019127,-0.0021452412223667916,-0.0026448570763207718,-0.004236322016969491,-0.0015709145353570814,-0.001933403779450086,-0.0026520655226478047,-0.001422564263877302,-0.0009236047682963996,REST
123,-0.002337756031269152,-0.001472208544921873,-0.0019219569859736376,-0.0012540252911795737,-0.0033874343296475223,-0.0007420233485124191,-0.000658065208040605,-0.0021259911608028457,-0.002620720707183003,-0.004214617419671907,-0.0015607814598006828,-0.0019240357898965175,-0.0026552812340125903,-0.0014241434723329886,-0.0009237324802930456,REST
124,-0.0023480590458884775,-0.0014766948813396401,-0.00192004047988757,-0.0012658733017996498,-0.0033592020779884624,-0.0007212049374701973,-0.0006629555103993133,-0.0021071805312844,-0.0025968086751215046,-0.004193187955608791,-0.0015506198255341786,-0.001914956360801008,-0.0026586805165783154,-0.001426082694672934,-0.0009235870415281024,REST
125,-0.0023573810061949495,-0.001481349001960862,-0.001918245630416302,-0.0012777812305271889,-0.0033316427662743666,-0.000700544752564698,-0.0006680253918089459,-0.0020888206036297078,-0.0025731306373622917,-0.00417204763449864,-0.001540435482391468,-0.001906170625827453,-0.002662265821285304,-0.0014283832395233552,-0.0009232094635406581,REST
126,-0.00236572204216101,-0.0014861677015747998,-0.0019165750106591695,-0.0012897454937421864,-0.00330476651434335,-0.000680044781118371,-0.0006732762979390891,-0.0020709220266209674,-0.002549696000084549,-0.004151209916895722,-0.0015302340931287154,-0.0018976833566543146,-0.0026660392430428834,-0.0014310458752883669,-0.000922638765352812,REST
127,-0.0023730829452181116,-0.0014911474233494106,-0.0019150309610279203,-0.0013017622665025769,-0.003278582475529894,-0.0006597068922299655,-0.000678709353775136,-0.00205349482433027,-0.0025265139140496586,-0.00413068771017153,-0.001520021131015335,-0.0018894989606437667,-0.002670002520611944,-0.0014340708321226878,-0.0009221873522677514,REST
128,-0.0023794651644541706,-0.001496284265271853,-0.0019136155886632761,-0.0013138274866819222,-0.0032530988396917235,-0.0006395328414223716,-0.0006843253639089308,-0.0020365483932113316,-0.002503593270403631,-0.004110493365209776,-0.0015098018777134025,-0.0018816214788774975,-0.002674157036925847,-0.0014374578046092998,-0.000921857417672328,REST
129,-0.002384870802260627,-0.0015015739870688505,-0.0019123307671115779,-0.0013259368593885427,-0.0032283228373984987,-0.0006195242753559802,-0.0006901248131416022,-0.0020200914999534457,-0.0024809426966555786,-0.004090638673809647,-0.001499581421443526,-0.0018740545845592135,-0.0026785038198464013,-0.0014412059551344824,-0.0009216520171239003,REST
